address,net_sold_usdc
0x04Cd5166C914278ADf5098a59A1b2B2ace46C998,-51665.283838
0x0500DB413c88b5dE8b8F1C9fA753e6273B923bB0,-71388.043956
0x051B3b27f7d59De421E9E2AE4B473D8816EDEefd,-53788.848184
0x05587c9362eFb9137D21019f69afD175291cE2BD,-224969.741029
0x056e68609d21B7aDC509b15af5f3911956B37950,-127813.882244
0x0579eE88a1473a2bb6E317F966aA195a4401F880,-346618.238236
0x05A1a0c5ed98B72DaEe7C7dACB1D6dc8418a15A0,-61122.840052
0x05A26D30BA09911bAC14F38773Ca44999104bD5B,-686609.332996
0x05A350F9369D253B225500cB300218b61bC6a97c,-223332.088658
0x05E079968Da688EDAA67250d71e133B33A23DdA4,-54902.906147
0x05E23b1A6B7e421cef6E3126035c76D5a6cA1a6B,-95624.779580
0x05Eb4677adE093B8a09D771bEA568a1b4e219985,-572375.274535
0x05F4300bbfD3072C44d3eb56FD74e5B35DE7A1DD,-367527.998568
0x05a68CeA88e2F50eB069246eDBC40761a186AeF8,-85588.366828
0x05a79e69c0dCb9335cBFA5B579635CbBd60f70Ba,-122123.065448
0x05bAca0Bd84cac13D8fFb86C49DC58DeBcB54672,-329612.507532
0x05bcf0b1c22e92Bd56f9e504F67D87b38114CBfc,-75050.389691
0x0609F9f2F449C85626Bfd22183DF76AF4B30E0b4,-1511468.910399
0x0636211443e91468ee3657e1d7FaeDe7059c4843,-144529.586970
0x064D9e3b96042a8AFee9ef8C9aE4d89b1dab8188,-1906772.703415
0x065567964548D03436dcBDa6A607f81Cd44e56d5,-52613.037197
0x065CC00E5BaA0b62A1c75B9291d75eA99bf1c5Fe,-269239.875694
0x066460c76C656613E11D11EA59007567C68b8411,-782721.087950
0x066558d2F9c17d1DA056F8d8CEc5d555DA7f1c37,-80530.057156
0x067053411269F540A09FCD7babB7747472aF8745,-114142.147561
0x067833fd1d72e2f2780625b59D59b8f20b088ebB,-132689.110710
0x06800C2D4cbBF74BC04B30EA7BFb08aB84168bD0,-55310.157023
0x06866f665368dd909330B12D75f866C3311a24Eb,-72185.130023
0x06DDfef08004836FC923F066aed02430Db6B06e2,-375151.236968
0x06F9aB3dfa8aFf93710b43A775433e18f835DFd2,-73696.673242
0x06bA35cbA7E88E5ED8dC54b1dC4D32a0c263178c,-526232.170600
0x06c441DFe92C37c2deF7708B5544eb486AE67979,-51639.157330
0x06fDA5B767c8b6171045E6549aAb369A9dEa36Fc,-403085.879605
0x0715FC19094aF42dd3b95ceB3D24E18943ffD5C4,-173744.263002
0x071C6e534d4bC09786e046021B2732278460568c,-253526.432405
0x073ebe5b795B42F476533DF764B8917bD7fd7a3c,-76373.374083
0x0758DF5482f765b26AFe0d863F8f0552EF815794,-494233.080597
0x076ed039940aE1f5De89745609C7bbc307aaB886,-57195.543008
0x077A31d90341c64d41DaDEFfC5CA42FE7fd68a4e,-301528.045452
0x07CC21e4abeB659e26A6A8451419A05588c2eF8e,-136095.104114
0x07b1f3A2254daB31A16F9C0Ee1c5B2EADE8b5B25,-51590.354596
0x081394a6bE2F46338B76efAc45Fca36C5a35Ac49,-1893919.898037
0x08235A8339cA08EBb3CC1cc10718FaE538F93A64,-59501.911504
0x0830C55C8428A9C1a52078658060F30226081E7C,-149580.438476
0x085A3923E88c33Fae25D6B072a2215Cd66eAC1a1,-111557.461189
0x086Dc3A5d35AaE1acAfFcf2cfb7116077bE546F6,-99054.393849
0x08B043911CBfdC2D68fD938D081a1BA77757A2B4,-2403642.621258
0x08B0fAf08aACa4C76e762c41143440b5a1Fdb1aD,-74931.044600
0x08C5ef8cb199F68d7F677daCBCD7522D11222ebF,-165053.618122
0x08E3834299811383844b73120d7E88DD0C12eC5C,-400187.123494
0x08F03850F2dDB31a1522dD91e7C531Eabfa6576A,-122307.910019
0x08c78AC0429482FcF2b5aee4A45f1C13F7917423,-157119.054420
0x08e1e1bf014fe02c73e6F32f2B44957194B5eD2F,-56437.199520
0x08f795c710eA4A2eE66BC6523c46C5a75964d5B1,-141416.418898
0x090fD3EcEa81eC3bab9Aa8C36Bb5023e10929696,-151887.418484
0x091D66BECE70116D2F551aDfB0D18C6C2A9440B4,-141426.787842
0x0937F18F4c89204740517B800eBaD59f8338b16C,-60499.159127
0x09546F6029D9e2C7acD656af8A3672cb5d4C80f1,-52745.864920
0x097fD22898ea8C6aB4a503E923f56B50F68E497e,-58872.299233
0x09F095931569c74A7f3a6f0Dea528A423DE8fFB0,-1893334.984720
0x0A2BD9299503002943fdd3fC05644E6852ba4452,-481941.432020
0x0A41cFe834e1E2a2e8e90BA31Ba65716a38E0d8d,-152744.422409
0x0Ac8a9d26b0EeE54A1a3B08cA1761423c9C2C053,-77111.472606
0x0Adec4f6fa8d7A508f3019b088776Ee3265398c1,-282150.866263
0x0B013cCa6335dD62353cA60ECec9C39b5227D270,-108130.818656
0x0B5980092E4ac30e36052F5B0b00980011BE4Bdb,-70505.732140
0x0B6BCEC639C81139a125Cf390B3C0F7cB5e0ec2c,-117193.806643
0x0B777d58344d4E11c2867a3000A70371b9d4Ae8e,-56709.198314
0x0B91fbF7044Ad55449dD3e038A1Ac9fEf98646c1,-137444.247502
0x0Bb027C0F26845c71c86F0d6Ff8cb5b05b48635B,-174614.219483
0x0C5859861BA68068813805c23B2f65074dA2dE35,-83035.607178
0x0C60276BeaDc5BA35007661A89E0d5E7476523f8,-374017.773193
0x0D25DD874D6E359c30996644f68A0dE459f95B7b,-2266929.005726
0x0D35ce601c68fbDA8476C50B691745CBf806cad9,-70710.275388
0x0D3EBb4801E090AA61560Bf6C32A734406578dE3,-206693.291381
0x0D4E32D6910A570FBe0dF0A4267f9876373259b2,-208369.446533
0x0D668e43041DB025b22b077c8fe870c227749226,-168591.023495
0x0Dd32Ae7A123A78094bAE298F1D00d7f74196E8e,-641079.546829
0x0E0052A184FD59C6b7e1e99d739802eCb3aeC0E4,-88903.266719
0x0E11d3433c73fA20f18EFaEFB791434860629c64,-88714.589624
0x0E1640929ecE8D9ce70821f7b6e7A6505776732A,-134017.703559
0x0E69c244CB881bF1093E793980336c33E6272bF8,-62606.990271
0x0E6b1386e537e784b65128C61Ba648eEf57C3BaF,-257576.370855
0x0E9d2E07a76639b62a8Dd5b4Eb365AC94eFc0b30,-94707.638717
0x0EA37B3b53b474367a75D07ce740B40cdb8Ba100,-193774.287967
0x0EC374c3D452e7C6919CBeA089e9C7112F483212,-52551.576204
0x0Eb4a5fc66EFD4a37125b0d843B13F95fefbd00c,-579015.583867
0x0F0f1847c592cE9918E78A3336eF4142d654d80C,-596603.037046
0x0F32cBB6c94414229bBf0421c5296FC3993cB394,-51194.734711
0x0F6B3Be2971712D896B515eFaf8d1B1d11f64fC2,-236862.418028
0x0FBa7765972a3281BceC0236c921E3293dE9c4d2,-170255.742019
0x0FF9dDFdf2664BF770E08AEd094ed326Af5Ce679,-80798.524319
0x0a1578da1A9577f023FD98651eEcB1A4327c13Bb,-416638.272863
0x0a30D8370B0292EBd3902D2cC4b27966EB47Dc62,-256028.860974
0x0a51B133b304b8D476A970Fe655d870FdDd8168C,-1066624.619410
0x0a6656a7B97374bBE064123BC8621Cc80DD52267,-317033.241207
0x0a922045A6636AB9b2e93dF88e3afD9b64401bD9,-335299.599028
0x0aF3e00b5FC1618Ecd9D2113C7B1062D0578a011,-142606.609237
0x0b29D3d339B45A3bCB9Eb3d9584D0D3ae65De5C0,-634983.059434
0x0b64aA727412fC4c527aa8F14bA83cd8CF5E75Fe,-139553.858453
0x0b7965a7B7d439CE45ae090c7e9B036DafDb5D97,-94975.140240
0x0b87111C151b73fd4499DC149dF7FbBB90288E39,-270548.272299
0x0b89F7F83645F71feBBB71d8fF1ec778d1860E8C,-138798.750912
0x0bF7745354CA3738CfaA89d35F53B57abF4C58ed,-242378.948782
0x0be300b61ebAee92EE06e59c107969982F33FFfF,-65037.569351
0x0bf1EE34b76f92CD3EEdcf8e4DDAD1D03ceA9800,-56907.419499
0x0c0e466f37Bc5e3bb48Ce26958A40A9057051129,-153201.659273
0x0c0f24638ec88FFD77A2Ad6aB05e860429673Cb3,-916235.055267
0x0c12B189B76D0fbFBb56F32b2d7CbE9E086360ED,-55960.441566
0x0c2DB20330Af8281d5F01343D1CF1E4B7157bf93,-57630.690162
0x0c4342a5dF7fD33708B566928FCCA8093de09062,-116593.453673
0x0c4dA731AC2FAA0d176494CFb3720518Ef82D81C,-97954.011543
0x0c6A7D588148B51C830308bc6c2F6C3630DD07F6,-70695.956493
0x0cA192110aa12000CBAb01cE5E7cc455c3D29F2a,-81824.166897
0x0cA6D560c59Ee9Fe463dcD4381909C2bC40a1318,-300012.889083
0x0cc309Bede56b840C1618c98a0b4525BF57482b2,-279662.275038
0x0d0051608c23C64533D10feF230F96Bd31341a54,-478701.778684
0x0d1A4A73569f977a2c61E35b8efda0C27c46f294,-96256.207451
0x0d9c72ae1e80327384AD8F8015fF1d4ae1AB9C03,-100157.852826
0x0e18cd41Ab2BaFf90982c2FBe032D7a885d716d0,-112715.341693
0x0e274933C95265Be4c818171789d2fE4b1FBe214,-309845.076722
0x0e4F610393d62A1F056D7a9E5b2a1f2ffA8728C7,-57577.687422
0x0e4Fd96291086293198C04Ca767f9ae4FD75E011,-107649.016291
0x0e68e84a8e57f6a02C2fc20Ca92714C04cd9eCb7,-51438.080309
0x0e96F17A66E1F5e4e5A7d40d5d1f37587abB1c49,-351172.194744
0x0eD5B47b40D35e842eb45Aa967F741f37D2F5BdE,-237879.717515
0x0f4240a891d7Ae9c87da92A1Cf3f99A85E457791,-66638.515944
0x0f53DEAFaa4DEC748b9D56C7d5A227bAd388071f,-58462.287159
0x0f80945667128F8b0A68c301EE2D1bBe232ab188,-88120.231423
0x0faF1F197F411fB5687e05C83e6cD081dA163354,-50735.641570
0x100E558f533dE586eF656Eb9feDF5BA35Fed0Ea1,-83718.762359
0x101466B252124eF8458839f81636FfD63B52e2d6,-81635.756989
0x1034f8199D66CCceA5626423C3bCd8b41bC3aA3f,-225518.128721
0x1051b2249b0a7E696168c8613d909B6C6Ec06119,-65102.963806
0x106a960F6b9F85699319B9244eAb4b2133f57eF7,-172743.855604
0x10721271401E4c4bFf29241DE7039dD7C9913441,-106765.952087
0x10B0C9374A360f4Ee9b69F80474DC452DD3Bf536,-65881.704552
0x10B99966bf1548dBbCf92fbCFbad66e6fC3f6197,-63533.182284
0x10D8Db6bE4DE3b63fb04A18aC6a8bfF6437D5bBA,-1227305.665488
0x10Df56bEd7A11A6fe41B888750991Af96E5a829e,-295926.425009
0x10Ed688f618248E5102354bCC96493110FaD41C5,-58924.101580
0x10d3fC52F92F4Dfd817a21A11241eAcE3475bC73,-55839.366259
0x10e1BCdE2ea0ce53B92CbA9c732223e0addb2Ea2,-53352.938039
0x111b58C01afa72D04bc0aDb523266Aa55749ED92,-142919.420429
0x114D0E95B1d6f4982DbaeA25cd0992eeeb1DEc19,-3080011.710521
0x114fd87593E3C137A02Eeb754c3d01e925A8cFd1,-235884.151341
0x11618D638bc88B59CD703BF1Af66F32c849D2FF2,-514486.928838
0x1170Bdda547885fF81b1729B5d3D1939fD8eA170,-136180.415306
0x11B31AD94348157947aF588172787ED30959A833,-240913.242009
0x11EF7EC1Db2c78cf4571FCB08A628150Ab879D2b,-215193.410007
0x11Ee8D2fAf33cA7435DC2a9C796694109a8d8D3b,-56365.914099
0x11a2Ac1E0A57BCf6a8987C93EDBAa69d914428bD,-56688.163048
0x11d3EAE2AEa42C3c172fb63E2cAf2Cfc724dc9Cc,-7309688.598445
0x11e3e27d4bd48833A91cB035c53a085A45D61204,-79575.231283
0x11eDedebF63bef0ea2d2D071bdF88F71543ec6fB,-435430.189659
0x11f99b9864a7bbcAf5A2d84786EA9e0a2Cc45470,-58000.000000
0x11fB54380E040DC4fDFB99E25c562C0567981a44,-205295.226887
0x121ABcCe0514c00c2D7822C5BB0d2EE8798C1e9A,-425268.319323
0x121f59DFe9aE5eF304cF7364735AaC93a86978b5,-2968000.000000
0x122c5f041a1eC72857D2d5121741BE574D6d9D6E,-133484.861187
0x123Cc7d701Cee05F45D38EBc9D07adF5974336b2,-287786.905944
0x12661F26796E921f3b89E73551497a6E29a13204,-51559.991940
0x126B02275087319Eb043edfe0b43ACb4242D183F,-547332.032832
0x128F77F74A68AFC6059DdC74b938D73cC7fB2ec7,-161908.645585
0x12A68B3D3822417C060B51cA048DD70daC693b20,-79295.200088
0x12Aed85027F551333e13930273a20f0c51439053,-1117252.965060
0x12EE398021c330a785966f5AaDCF3a3eF2AB1162,-91712.862512
0x12F64C56F88388c127e33F8e15380D33e4Fe2Fe4,-51999.221169
0x12a39B66f8eda3581ff6Be04e8fFD8F5FeaABE11,-274485.548735
0x12d5F78F7feD03d6ffaE82214fA13Bbd519C0a9b,-201032.916038
0x132f8cEEfE9ea00e1DbC06b32f625864BA21d66c,-237007.803955
0x134b8FD06e9Db3FfA36cE8D32C589c1fd088e9D5,-1622305.623534
0x134bf15296D0d6d8c286Fb9Ab9D67E6b060dc8a2,-2370562.244530
0x13556E5D0ce2b4CA2D42D0f64091d55C067F4910,-64613.427375
0x136d06cB3f84B51C25E66F8FbB3791b50A26edf6,-175937.552146
0x1386f3fF793f506171577c696A411A7BC7f857dF,-444823.420724
0x13C721A447f9260A3DA3Ef39A6431515957ba0ae,-132572.296387
0x13E30b795e7471B5759a99aB9c108adDa316E041,-340106.087066
0x13abfEe00C16251E424e801FDD3877eB28A23e8c,-2173775.089181
0x13d3a699Ea68292BEeD028c3a75C995E033478BF,-56337.866135
0x13e544E660e94E188bDBfF258b6f09E5c5f3051d,-397726.830407
0x13fFD067063174c330b61a522784e5B28b345339,-55305.960781
0x14002BB0090f5fD4978008Ec48AA45EcD8aF5794,-181901.303817
0x1402D2d5695079a63989Acb2e93f4d9CAAAF3AC8,-195508.380266
0x140d85A20BEa3fb7b4ebA9Ae4e0E1FE8583F2411,-4000363.185240
0x1416dDFAA241f2bcc2942C0176E0407821074F40,-498139.244151
0x142d332aDa6873092003794dDF66B32e8BfCfAEC,-185572.462661
0x14350B35c6E7c38F3B5f3Aa5a3A11Ed803335d3F,-82109.610905
0x143dBE6fc96f2b86479017dA101A5248c8cC8672,-113372.285589
0x14418045ac6a907Ed7cB4cBCaC0DA8EeaBaf7dBb,-186990.747783
0x148Ae9B0f9a1545deAdb7A9299F0C77288887F59,-1137836.053554
0x14B86D3743619f8d8e8c05A83030e651a083712b,-520840.031250
0x14E3973438342E1cC096654289B0A5254fdef96d,-77884.075077
0x14ab70F37cA34362B0907Caeb5F4dc2720244653,-1129814.959185
0x14cd2c344EB0C7c59E4d5386E51a43fEdCb2875C,-126944.393365
0x14d9aD74aC54D9a9E3584A9eD3532832bD813DDF,-114863.523371
0x1506d74C18E75Fe3AE8F1B4aB9B7CAF274e1aEAB,-268300.400345
0x151a49cA8b59fe19683F0DF23217C249D0370Ee2,-362541.994026
0x152FF4c47CBd7450b729eF809c5eA6dFd8F8b519,-255197.798729
0x1544c4A26b81bCD4947edDde3eB876e76cDA5244,-1546481.231090
0x1561A3675340b75Bf17c819A37951F75626f09e6,-181259.005789
0x158aCDFd4Fe25f99Fb8718c975fC315C9BAc8cF7,-67117.179783
0x1598CfAE7d84465b635304019cF9684a3495FceE,-91306.774375
0x15F0E26D8dC19eF282EC7a7Ab9F7503AE806f141,-1168545.641324
0x15F4c337122Ec23859EC73Bec00aB38445E45304,-2847115.393361
0x15b19AC48af2AD7a4BeE0Ad781761C544120C5eB,-80921.114359
0x15b93E9683B72E0f82771Af2b17389Ca7dd18b66,-252107.932047
0x15eE04aFA97C458EE62F811F23103cC3266b663D,-2786883.197084
0x16081C5171d263B8740FfbA04c285f77e8fC5b38,-72305.931997
0x1611C227725c5E420Ef058275AE772b41775e261,-869806.267110
0x162C95c031a969b869aE6Cc3598434fccdCdbd52,-67771.105732
0x163e5A6CA4C260A133367F7396288Fc3F547f2a0,-101193.669587
0x164157AB6925f7fa0D37541f6c4230FC59348E8C,-2428228.436240
0x166718598AE0B6db47Ac69B30A7Fd8D14eF7302c,-187996.607102
0x1667F610a9297697e658bAbF1502a0FF18fdc05D,-55495.067065
0x1676F5ec2576A9340356664de3f100dAF11179c7,-1812478.586605
0x167815A293bb75C73aD13bAbfff671e96Adb675F,-60103.640616
0x1685D49931d85e00D2fd0A4574A0f32d50020F64,-74411.736169
0x16A1D9EFa843396e024354449E3b718ad443EE46,-140171.964852
0x16D9Eb73254031D56A20b88e2f3700358881F75F,-84539.373241
0x16Dfb5F53Cae6Fe5ce0364dfe69613E1758b0b46,-67002.192618
0x16c013644200157368b04e35904E3f7519b144c9,-260577.096724
0x16c9269D69576883d6Fff72EF50d12a2071866C3,-77919.009841
0x16f93fBd00Ebd686c4B3Eb8f5973c8ece411aB4C,-267175.618069
0x170D5603fa2409aA870683d1D2456CfF34E64964,-111099.268347
0x171fAE1D4091DD6D21e63a99e06671906eeC9b4E,-142903.529972
0x17367c3d1e7c33164d49458356516D6E8a08a765,-52270.610619
0x1739B308d2232f9987975298c4459b5e51Fa272E,-2094984.922998
0x174eAAa978F0d18d838873f4286729528b0bC77e,-116854.486883
0x17650A1CCB9056Ccc01fCcf557b3bb9bAfF6601C,-234327.486191
0x1798Ae7230bacA7fD1Fa4a5836C9Ae903FF05Ec5,-71903.314116
0x17A92FF1d9E2d9C5402cF4A28cEE5923f42BBD99,-78498.937429
0x17Ae0D7BbaC0c39f0DED65C8e169a51859369B6c,-344328.493960
0x17D6e51A49d1fDD2bCe11d3c54c00cb0F3a9A27A,-265649.368937
0x17E3014DDc6dc2FFc7eC37eb92ca9A0Bf4C77942,-2631304.179894
0x17b25bB47Ca1831c6B3C8028e40eAAbC53Ecc391,-75933.168654
0x17b9F1c0495AbF5dEBd6232A994d1f5F77AD001C,-497835.217743
0x17cC6bb8b8c3938aEFd3800840C77596e03d53D3,-408722.543269
0x17fC3425C3A5AEDf8b0d3f8DA8Fc6D9A782FeD25,-137085.411185
0x18252C06319A28F179DE5A79a7ef45fee57acc73,-72294.230301
0x182E8141cb85Df2199445aD772B0328cEeff7b17,-261319.223568
0x18357E2fBD0212845eB5BF3bB6e612852E2FB506,-64062.440008
0x183995c43B8e84519e0CA2654948Fc6aCB764975,-116694.651218
0x183F0C0300F876CCc21D2c350e513130F154399F,-52214.841519
0x183e40Fc7a3901176153960CBe5Dce8649Bc510b,-568613.699071
0x1851b82AbBb9632D543D9d8cDbc4c0c37E4Af31d,-159677.448395
0x187f5Cc4398A1F5a1fa990f21d9e0a09EafDd423,-58595.954401
0x1895EAf5daEdC54E8531843637b35011cAbFfAED,-93226.478499
0x18969875b94c9bBE9412A39D7E6113507A46c520,-1787124.229976
0x18a30fC187f5299374dbdB9119ad9582A50E2a35,-198019.585776
0x196717Eb5A1bDa0DF5d1144bfCEc8a8A64Df9b51,-311452.724614
0x196a5B3fC7a7E4FB6627525bE8dABB43C66DD8c3,-265659.368128
0x197ebBF747d6B4a744ef7601E6d44D3094d2d009,-104500.246667
0x19868B43Cc7e16f8a928c500400D24f1B5F2DcfF,-164862.164206
0x198DF71F43Ef4Aa70112e11b59e227455baD3d90,-139908.956655
0x19A6dDE26cB64C45b4bCf27cF68D86505D6a3C9b,-138799.936620
0x19Dcadf6718Ef408E729C3C907D8C4CBF6A85D57,-186046.095996
0x19Ed6d3E456E1980b6A709491c5793cd02535F67,-831020.222421
0x1A02De6213c15ffc08CcCe6C8389Ca8770F492D9,-430775.647190
0x1A2943A05d4f67A3FFB47D287862067c4C84BcdD,-528053.364308
0x1A36cF7C7658ae94E4D847E0355209E02736440B,-61594.772945
0x1A6D2D7A818d99C993d099493ee7eD5e6C193DAE,-479021.683250
0x1A6d006b4b122C9498C5d3cFA54306c6168319E7,-1077420.531681
0x1AF96d36Fb7D1676f313B77147835a0477c51AD3,-68502.898211
0x1Ad1D6FC49812fCD8B2c540B970D66EA6D4A1e4f,-62390.990491
0x1Afa018d9Be65B0Eac856340d919c4526C168FF8,-190629.939401
0x1B14Cb89401b10B4755e9bb4d1466425265048f0,-4792840.270753
0x1B1978731dda67Dec5a16aB9720f1aAaA63a68A2,-51350.140676
0x1B52f18Af3eac4b9496FdA0fDee8523134048a7b,-136493.973368
0x1B84C738c33cD42e9E2764B7E943949c9a6bEa67,-362069.665661
0x1B8D1Fff8184E9b442D77141Cb9d9F222727b659,-124124.721010
0x1Bc21266a1a3A1Dba795CcCd2b04899CDf57dcf9,-91126.774632
0x1BeF70E39F947Ada9E69eb4CF05993c964a0Fa18,-204276.656351
0x1C421d71ae04661cE2b101a0Bd3012B981FB8cB9,-278931.828969
0x1C59F234acE21c1a5E640b1D645a04922C070075,-1071099.519141
0x1C82CC21EF774986c0AB3f10e063ec81E6dBC628,-162854.373568
0x1C9eF95f1C232e2e269581828A18793A8e82CF19,-162181.698088
0x1CA12E0E41A40CEBFf351465463d41Ec79a70D0b,-117726.247171
0x1CBd255C83A8D884Bbf2a9a901f94e8B9757EC11,-307993.143685
0x1CC5936931344dfd78034203716316329e0A09C2,-57928.109124
0x1Ca4764C65A3C6f5f95d4CAd766bAD365838a717,-70755.342816
0x1Cf23af691b7dc745c4d3f8834A8cEd1210873b1,-83373.169782
0x1D6f6311FA64e2a4C22a3f219c748B6beFbC717d,-222276.270824
0x1D7bBb4513f6610a92fd1A5e4223c484050dB248,-70404.569621
0x1D80ACDCae2257329557Ae12C1D1fC21361DeF30,-55436.393813
0x1DC87067bda273B16c2bcF76b20a4cAD67E81075,-86578.721906
0x1DFd083BC8F202D6150dB8539657d07454D708c1,-84457.199532
0x1E138ACb3B9DB2F9Fa3f7C1BaE4BD8Ef4Da4200e,-145777.062170
0x1E30C525c72a483745cf2E21523596c9F2AaC055,-50880.746233
0x1E5Eea228C0197d1C7A169B7F4b133E1F34f8bb5,-267208.798820
0x1EDAD7AfDc3102d1997E03F033551b247Cd6DA5a,-51060.764628
0x1EdfbE26550B97c41e2F47bc99B0b1e845D44f55,-855009.906419
0x1F00ACFEdC298253487D91758bcfe9D7a6Ba2c83,-73080.207565
0x1F64E95521D07526abB68812c9b57004Da905263,-373507.453088
0x1F80467A8B233140ec7c3e4DDdCCD1D1B682e441,-460551.787768
0x1F8CeE3F1fd37d9E172c822e7601D459212165aB,-62253.031685
0x1FAbaD0e4BfA04d20939cBcE622E9EBaC318cff8,-214587.836055
0x1a0b6a3f42a8df975E66A302732b722466C5f528,-213577.240728
0x1a4000A09ebB2CC9ad279aCd739Ef176323b61c7,-59019.335172
0x1a9e853726280a7b265bA825a77640B0057316B7,-339684.516288
0x1aAe05C10F7Dc5b33D5Bc1f1E832283f36636f3f,-193679.177652
0x1acd6fF2047563b97e6075FD17529178b62E7260,-2587066.630297
0x1af82B733475AE66C44a8939a93397843B411474,-280173.660841
0x1afB4fCfAF2Ab1b36ddD388080e0c0a74b50C21F,-911507.804613
0x1b036a25dC64b65Df8eE93F54FFc1088BB4b00F1,-177765.450918
